areaCode,areaName,areaType,date,cumCasesByPublishDate,cumDeaths28DaysByDeathDate,cumPeopleVaccinatedFirstDoseByPublishDate,newVirusTestsByPublishDate
K02000001,United Kingdom,overview,27/11/2020,1589301,59176,,333917
K02000001,United Kingdom,overview,26/11/2020,1574562,58750,,383521
K02000001,United Kingdom,overview,25/11/2020,1557007,58317,,356026
K02000001,United Kingdom,overview,24/11/2020,1538794,57829,,311763
K02000001,United Kingdom,overview,23/11/2020,1527495,57365,,212533
K02000001,United Kingdom,overview,22/11/2020,1512045,56901,,279041
K02000001,United Kingdom,overview,21/11/2020,1493383,56424,,369040
K02000001,United Kingdom,overview,20/11/2020,1473508,55957,,391667
K02000001,United Kingdom,overview,19/11/2020,1453256,55503,,395436
K02000001,United Kingdom,overview,18/11/2020,1430341,55040,,364490
K02000001,United Kingdom,overview,17/11/2020,1410732,54551,,283358
K02000001,United Kingdom,overview,16/11/2020,1390681,54107,,234189
K02000001,United Kingdom,overview,15/11/2020,1369318,53684,,283866
K02000001,United Kingdom,overview,14/11/2020,1344356,53228,,343784
K02000001,United Kingdom,overview,13/11/2020,1317496,52793,,382110
K02000001,United Kingdom,overview,12/11/2020,1290195,52356,,379955
K02000001,United Kingdom,overview,11/11/2020,1256725,51934,,377608
K02000001,United Kingdom,overview,10/11/2020,1233775,51544,,304843
K02000001,United Kingdom,overview,09/11/2020,1213363,51153,,243245
K02000001,United Kingdom,overview,08/11/2020,1192013,50667,,283397
K02000001,United Kingdom,overview,07/11/2020,1171441,50252,,329430
K02000001,United Kingdom,overview,06/11/2020,1146484,49858,,355032
K02000001,United Kingdom,overview,05/11/2020,1123197,49456,,344159
K02000001,United Kingdom,overview,04/11/2020,1099059,49076,,301288
K02000001,United Kingdom,overview,03/11/2020,1073882,48747,,265136
K02000001,United Kingdom,overview,02/11/2020,1053864,48385,,207831
K02000001,United Kingdom,overview,01/11/2020,1034914,48046,,270473
K02000001,United Kingdom,overview,31/10/2020,1011660,47686,,292573
K02000001,United Kingdom,overview,30/10/2020,989745,47361,,305207
K02000001,United Kingdom,overview,29/10/2020,965340,47021,,347632
K02000001,United Kingdom,overview,28/10/2020,942275,46707,,308810
K02000001,United Kingdom,overview,27/10/2020,917575,46420,,280997
K02000001,United Kingdom,overview,26/10/2020,894690,46152,,261861
K02000001,United Kingdom,overview,25/10/2020,873800,45871,,321114
K02000001,United Kingdom,overview,24/10/2020,854010,45619,,317896
K02000001,United Kingdom,overview,23/10/2020,830998,45406,,346682
K02000001,United Kingdom,overview,22/10/2020,810467,45182,,340137
K02000001,United Kingdom,overview,21/10/2020,789229,44946,,310331
K02000001,United Kingdom,overview,20/10/2020,762542,44725,,279996
K02000001,United Kingdom,overview,19/10/2020,741212,44525,,260338
K02000001,United Kingdom,overview,18/10/2020,722409,44333,,306893
K02000001,United Kingdom,overview,17/10/2020,705428,44172,,308416
K02000001,United Kingdom,overview,16/10/2020,689257,43993,,312178
K02000001,United Kingdom,overview,15/10/2020,673622,43843,,304315
K02000001,United Kingdom,overview,14/10/2020,654644,43692,,295690
K02000001,United Kingdom,overview,13/10/2020,634920,43575,,264713
K02000001,United Kingdom,overview,12/10/2020,617688,43464,,219074
K02000001,United Kingdom,overview,11/10/2020,603716,43351,,258955
K02000001,United Kingdom,overview,10/10/2020,590844,43226,,279606
K02000001,United Kingdom,overview,09/10/2020,575679,43122,,296559
K02000001,United Kingdom,overview,08/10/2020,561815,43042,,285015
K02000001,United Kingdom,overview,07/10/2020,544275,42947,,254579
K02000001,United Kingdom,overview,06/10/2020,530113,42845,,261336
K02000001,United Kingdom,overview,05/10/2020,515571,42774,,273100
K02000001,United Kingdom,overview,04/10/2020,502978,42702,,250348
K02000001,United Kingdom,overview,03/10/2020,480017,42642,,286802
K02000001,United Kingdom,overview,02/10/2020,467146,42575,,269820
K02000001,United Kingdom,overview,01/10/2020,460178,42505,,264979
K02000001,United Kingdom,overview,30/09/2020,453264,42438,,255915
K02000001,United Kingdom,overview,29/09/2020,446156,42381,,232212
K02000001,United Kingdom,overview,28/09/2020,439013,42333,,227038
K02000001,United Kingdom,overview,27/09/2020,434969,42279,,263526
K02000001,United Kingdom,overview,26/09/2020,429277,42230,,255488
K02000001,United Kingdom,overview,25/09/2020,423236,42191,,288701
K02000001,United Kingdom,overview,24/09/2020,416363,42158,,262109
K02000001,United Kingdom,overview,23/09/2020,409729,42123,,259221
K02000001,United Kingdom,overview,22/09/2020,403551,42065,,234815
K02000001,United Kingdom,overview,21/09/2020,398625,42025,,206782
K02000001,United Kingdom,overview,20/09/2020,394257,41998,,234786
K02000001,United Kingdom,overview,19/09/2020,390358,41966,,250954
K02000001,United Kingdom,overview,18/09/2020,385936,41946,,266308
K02000001,United Kingdom,overview,17/09/2020,381614,41922,,240202
K02000001,United Kingdom,overview,16/09/2020,378219,41894,,242273
K02000001,United Kingdom,overview,15/09/2020,374228,41867,,236827
K02000001,United Kingdom,overview,14/09/2020,371125,41849,,216526
K02000001,United Kingdom,overview,13/09/2020,368504,41828,,225380
K02000001,United Kingdom,overview,12/09/2020,365174,41811,,228748
K02000001,United Kingdom,overview,11/09/2020,361677,41793,,241650
K02000001,United Kingdom,overview,10/09/2020,358138,41780,,233125
K02000001,United Kingdom,overview,09/09/2020,355219,41767,,220626
K02000001,United Kingdom,overview,08/09/2020,352560,41757,,202809
K02000001,United Kingdom,overview,07/09/2020,350100,41747,,201965
K02000001,United Kingdom,overview,06/09/2020,347152,41732,,192892
K02000001,United Kingdom,overview,05/09/2020,344164,41723,,189054
K02000001,United Kingdom,overview,04/09/2020,342351,41710,,202893
K02000001,United Kingdom,overview,03/09/2020,340411,41701,,198603
K02000001,United Kingdom,overview,02/09/2020,338676,41691,,196734
K02000001,United Kingdom,overview,01/09/2020,337168,41681,,171339
K02000001,United Kingdom,overview,31/08/2020,335873,41676,,180368
K02000001,United Kingdom,overview,30/08/2020,334467,41666,,181038
K02000001,United Kingdom,overview,29/08/2020,332752,41660,,180033
K02000001,United Kingdom,overview,28/08/2020,331644,41655,,188974
K02000001,United Kingdom,overview,27/08/2020,330368,41644,,194522
K02000001,United Kingdom,overview,26/08/2020,328846,41635,,206143
K02000001,United Kingdom,overview,25/08/2020,327798,41624,,179602
K02000001,United Kingdom,overview,24/08/2020,326614,41612,,147940
K02000001,United Kingdom,overview,23/08/2020,325761,41606,,165455
K02000001,United Kingdom,overview,22/08/2020,324601,41590,,177279
K02000001,United Kingdom,overview,21/08/2020,323313,41581,,181878
K02000001,United Kingdom,overview,20/08/2020,322280,41574,,174250
K02000001,United Kingdom,overview,19/08/2020,321098,41566,,181358
K02000001,United Kingdom,overview,18/08/2020,320286,41562,,157194
K02000001,United Kingdom,overview,17/08/2020,319197,41553,,146264
K02000001,United Kingdom,overview,16/08/2020,318484,41541,,168144
K02000001,United Kingdom,overview,15/08/2020,317444,41537,,180197
K02000001,United Kingdom,overview,14/08/2020,316367,41525,,170441
K02000001,United Kingdom,overview,13/08/2020,314927,41518,,163470
K02000001,United Kingdom,overview,12/08/2020,313798,41509,,176489
K02000001,United Kingdom,overview,11/08/2020,312789,41502,,157558
K02000001,United Kingdom,overview,10/08/2020,311641,41492,,152498
K02000001,United Kingdom,overview,09/08/2020,310825,41479,,162990
K02000001,United Kingdom,overview,08/08/2020,309763,41470,,160651
K02000001,United Kingdom,overview,07/08/2020,309005,41456,,173213
K02000001,United Kingdom,overview,06/08/2020,308134,41443,,174833
K02000001,United Kingdom,overview,05/08/2020,307184,41434,,161111
K02000001,United Kingdom,overview,04/08/2020,306293,41428,,150265
K02000001,United Kingdom,overview,03/08/2020,305623,41414,,144999
K02000001,United Kingdom,overview,02/08/2020,304685,41398,,145568
K02000001,United Kingdom,overview,01/08/2020,303942,41388,,146011
K02000001,United Kingdom,overview,31/07/2020,303181,41377,,164748
K02000001,United Kingdom,overview,30/07/2020,302301,41363,,170027
K02000001,United Kingdom,overview,29/07/2020,301455,41353,,157439
K02000001,United Kingdom,overview,28/07/2020,300692,41341,,147818
K02000001,United Kingdom,overview,27/07/2020,300111,41329,,89565
K02000001,United Kingdom,overview,26/07/2020,299426,41317,,111801
K02000001,United Kingdom,overview,25/07/2020,298681,41300,,139062
K02000001,United Kingdom,overview,24/07/2020,297914,41283,,147292
K02000001,United Kingdom,overview,23/07/2020,297146,41276,,141117
K02000001,United Kingdom,overview,22/07/2020,296377,41260,,137234
K02000001,United Kingdom,overview,21/07/2020,295817,41242,,132626
K02000001,United Kingdom,overview,20/07/2020,295372,41222,,92518
K02000001,United Kingdom,overview,19/07/2020,294792,41210,,114222
K02000001,United Kingdom,overview,18/07/2020,294066,41196,,135779
K02000001,United Kingdom,overview,17/07/2020,293239,41182,,164440
K02000001,United Kingdom,overview,16/07/2020,292552,41164,,150975
K02000001,United Kingdom,overview,15/07/2020,291911,41151,,137828
K02000001,United Kingdom,overview,14/07/2020,291373,41131,,118186
K02000001,United Kingdom,overview,13/07/2020,290133,41110,,85880
K02000001,United Kingdom,overview,12/07/2020,289603,41085,,94700
K02000001,United Kingdom,overview,11/07/2020,288953,41071,,126549
K02000001,United Kingdom,overview,10/07/2020,288133,41050,,134030
K02000001,United Kingdom,overview,09/07/2020,287621,41028,,137861
K02000001,United Kingdom,overview,08/07/2020,286979,40991,,127389
K02000001,United Kingdom,overview,07/07/2020,286349,40967,,106977
K02000001,United Kingdom,overview,06/07/2020,285768,40940,,77469
K02000001,United Kingdom,overview,05/07/2020,285416,40904,,92774
K02000001,United Kingdom,overview,04/07/2020,284900,40877,,114274
K02000001,United Kingdom,overview,03/07/2020,284276,40844,,139218
K02000001,United Kingdom,overview,02/07/2020,283757,40815,,136186
K02000001,United Kingdom,overview,01/07/2020,313483,40772,,123348
K02000001,United Kingdom,overview,30/06/2020,312654,40746,,112164
K02000001,United Kingdom,overview,29/06/2020,311965,40699,,75662
K02000001,United Kingdom,overview,28/06/2020,311151,40660,,83157
K02000001,United Kingdom,overview,27/06/2020,310250,40615,,100631
K02000001,United Kingdom,overview,26/06/2020,309360,40566,,105971
K02000001,United Kingdom,overview,25/06/2020,307980,40525,,108124
K02000001,United Kingdom,overview,24/06/2020,306862,40457,,91135
K02000001,United Kingdom,overview,23/06/2020,306210,40383,,73646
K02000001,United Kingdom,overview,22/06/2020,305289,40318,,63026
K02000001,United Kingdom,overview,21/06/2020,304331,40254,,60484
K02000001,United Kingdom,overview,20/06/2020,303110,40200,,83467
K02000001,United Kingdom,overview,19/06/2020,301815,40140,,90547
K02000001,United Kingdom,overview,18/06/2020,300469,40088,,89613
K02000001,United Kingdom,overview,17/06/2020,299251,40027,,86438
K02000001,United Kingdom,overview,16/06/2020,298136,39968,,80862
K02000001,United Kingdom,overview,15/06/2020,296857,39884,,71402
K02000001,United Kingdom,overview,14/06/2020,295889,39812,,69529
K02000001,United Kingdom,overview,13/06/2020,294375,39726,,98974
K02000001,United Kingdom,overview,12/06/2020,292950,39663,,98899
K02000001,United Kingdom,overview,11/06/2020,291409,39583,,101778
K02000001,United Kingdom,overview,10/06/2020,290143,39503,,101033
K02000001,United Kingdom,overview,09/06/2020,289140,39394,,93959
K02000001,United Kingdom,overview,08/06/2020,287399,39304,,69999
K02000001,United Kingdom,overview,07/06/2020,286194,39179,,86926
K02000001,United Kingdom,overview,06/06/2020,284868,39051,,93154
K02000001,United Kingdom,overview,05/06/2020,283311,38941,,101961
K02000001,United Kingdom,overview,04/06/2020,281661,38818,,99484
K02000001,United Kingdom,overview,03/06/2020,279856,38684,,101885
K02000001,United Kingdom,overview,02/06/2020,277985,38529,,92299
K02000001,United Kingdom,overview,01/06/2020,276332,38361,,70648
K02000001,United Kingdom,overview,31/05/2020,274762,38227,,82243
K02000001,United Kingdom,overview,30/05/2020,272826,38100,,96995
K02000001,United Kingdom,overview,29/05/2020,271222,37937,,105459
K02000001,United Kingdom,overview,28/05/2020,269127,37751,,101753
K02000001,United Kingdom,overview,27/05/2020,267240,37534,,82670
K02000001,United Kingdom,overview,26/05/2020,265227,37336,,77745
K02000001,United Kingdom,overview,25/05/2020,261184,37122,,78385
K02000001,United Kingdom,overview,24/05/2020,259559,36922,,59464
K02000001,United Kingdom,overview,23/05/2020,257154,36725,,91841
K02000001,United Kingdom,overview,22/05/2020,254195,36505,,91196
K02000001,United Kingdom,overview,21/05/2020,250908,36282,,105655
K02000001,United Kingdom,overview,20/05/2020,248293,36044,,86634
K02000001,United Kingdom,overview,19/05/2020,248818,35776,,86041
K02000001,United Kingdom,overview,18/05/2020,246406,35501,,70074
K02000001,United Kingdom,overview,17/05/2020,243723,35208,,81278
K02000001,United Kingdom,overview,16/05/2020,240161,34941,,91360
K02000001,United Kingdom,overview,15/05/2020,236711,34627,,91342
K02000001,United Kingdom,overview,14/05/2020,233151,34313,,84693
K02000001,United Kingdom,overview,13/05/2020,229705,33979,,83182
K02000001,United Kingdom,overview,12/05/2020,226463,33662,,74593
K02000001,United Kingdom,overview,11/05/2020,223060,33341,,70332
K02000001,United Kingdom,overview,10/05/2020,219183,33032,,76507
K02000001,United Kingdom,overview,09/05/2020,215260,32684,,77152
K02000001,United Kingdom,overview,08/05/2020,211364,32306,,76963
K02000001,United Kingdom,overview,07/05/2020,206715,31922,,77466
K02000001,United Kingdom,overview,06/05/2020,201101,31461,,74455
K02000001,United Kingdom,overview,05/05/2020,194990,31001,,66919
K02000001,United Kingdom,overview,04/05/2020,190584,30536,,72630
K02000001,United Kingdom,overview,03/05/2020,186599,30052,,68203
K02000001,United Kingdom,overview,02/05/2020,182260,29602,,63559
K02000001,United Kingdom,overview,01/05/2020,177454,29108,,74142
K02000001,United Kingdom,overview,30/04/2020,171253,28540,,83143
K02000001,United Kingdom,overview,29/04/2020,165221,27989,,65643
K02000001,United Kingdom,overview,28/04/2020,161145,27416,,45263
K02000001,United Kingdom,overview,27/04/2020,157149,26857,,31453
K02000001,United Kingdom,overview,26/04/2020,152840,26262,,31610
K02000001,United Kingdom,overview,25/04/2020,148377,25629,,29058
K02000001,United Kingdom,overview,24/04/2020,143464,24982,,28225
K02000001,United Kingdom,overview,23/04/2020,138078,24299,,28024
K02000001,United Kingdom,overview,22/04/2020,133495,23621,,23073
K02000001,United Kingdom,overview,21/04/2020,129044,22890,,22763
K02000001,United Kingdom,overview,20/04/2020,124743,22145,,
K02000001,United Kingdom,overview,19/04/2020,120067,21362,,
K02000001,United Kingdom,overview,18/04/2020,114217,20592,,
K02000001,United Kingdom,overview,17/04/2020,108692,19792,,
K02000001,United Kingdom,overview,16/04/2020,103093,18973,,
K02000001,United Kingdom,overview,15/04/2020,98476,18130,,
K02000001,United Kingdom,overview,14/04/2020,93873,17252,,
K02000001,United Kingdom,overview,13/04/2020,88621,16395,,
K02000001,United Kingdom,overview,12/04/2020,84279,15499,,
K02000001,United Kingdom,overview,11/04/2020,78991,14541,,
K02000001,United Kingdom,overview,10/04/2020,73758,13585,,
K02000001,United Kingdom,overview,09/04/2020,68052,12641,,
K02000001,United Kingdom,overview,08/04/2020,63377,11638,,
K02000001,United Kingdom,overview,07/04/2020,57512,10562,,
K02000001,United Kingdom,overview,06/04/2020,53624,9564,,
K02000001,United Kingdom,overview,05/04/2020,49481,8669,,
K02000001,United Kingdom,overview,04/04/2020,43282,7752,,
K02000001,United Kingdom,overview,03/04/2020,39282,6845,,
K02000001,United Kingdom,overview,02/04/2020,34610,6005,,
K02000001,United Kingdom,overview,01/04/2020,30088,5199,,
K02000001,United Kingdom,overview,31/03/2020,25521,4430,,
K02000001,United Kingdom,overview,30/03/2020,22271,3768,,
K02000001,United Kingdom,overview,29/03/2020,19606,3179,,
K02000001,United Kingdom,overview,28/03/2020,17104,2673,,
K02000001,United Kingdom,overview,27/03/2020,14548,2237,,
K02000001,United Kingdom,overview,26/03/2020,11658,1839,,
K02000001,United Kingdom,overview,25/03/2020,9529,1477,,
K02000001,United Kingdom,overview,24/03/2020,8077,1174,,
K02000001,United Kingdom,overview,23/03/2020,6650,937,,
K02000001,United Kingdom,overview,22/03/2020,5683,751,,
K02000001,United Kingdom,overview,21/03/2020,5018,587,,
K02000001,United Kingdom,overview,20/03/2020,3983,457,,
K02000001,United Kingdom,overview,19/03/2020,3269,348,,
K02000001,United Kingdom,overview,18/03/2020,2626,275,,
K02000001,United Kingdom,overview,17/03/2020,1950,207,,
K02000001,United Kingdom,overview,16/03/2020,1543,155,,
K02000001,United Kingdom,overview,15/03/2020,1391,108,,
K02000001,United Kingdom,overview,14/03/2020,1061,76,,
K02000001,United Kingdom,overview,13/03/2020,797,54,,
K02000001,United Kingdom,overview,12/03/2020,590,38,,
K02000001,United Kingdom,overview,11/03/2020,456,25,,
K02000001,United Kingdom,overview,10/03/2020,373,17,,
K02000001,United Kingdom,overview,09/03/2020,321,14,,
K02000001,United Kingdom,overview,08/03/2020,271,9,,
K02000001,United Kingdom,overview,07/03/2020,206,6,,
K02000001,United Kingdom,overview,06/03/2020,160,6,,
K02000001,United Kingdom,overview,05/03/2020,114,6,,
K02000001,United Kingdom,overview,04/03/2020,85,3,,
K02000001,United Kingdom,overview,03/03/2020,51,3,,
K02000001,United Kingdom,overview,02/03/2020,40,1,,
K02000001,United Kingdom,overview,01/03/2020,35,,,
K02000001,United Kingdom,overview,29/02/2020,23,,,
K02000001,United Kingdom,overview,28/02/2020,19,,,
K02000001,United Kingdom,overview,27/02/2020,13,,,
K02000001,United Kingdom,overview,26/02/2020,13,,,
K02000001,United Kingdom,overview,25/02/2020,13,,,
K02000001,United Kingdom,overview,24/02/2020,13,,,
K02000001,United Kingdom,overview,23/02/2020,9,,,
K02000001,United Kingdom,overview,22/02/2020,9,,,
K02000001,United Kingdom,overview,21/02/2020,9,,,
K02000001,United Kingdom,overview,20/02/2020,9,,,
K02000001,United Kingdom,overview,19/02/2020,9,,,
K02000001,United Kingdom,overview,18/02/2020,9,,,
K02000001,United Kingdom,overview,17/02/2020,9,,,
K02000001,United Kingdom,overview,16/02/2020,9,,,
K02000001,United Kingdom,overview,15/02/2020,9,,,
K02000001,United Kingdom,overview,14/02/2020,9,,,
K02000001,United Kingdom,overview,13/02/2020,9,,,
K02000001,United Kingdom,overview,12/02/2020,8,,,
K02000001,United Kingdom,overview,11/02/2020,8,,,
K02000001,United Kingdom,overview,10/02/2020,8,,,
K02000001,United Kingdom,overview,09/02/2020,4,,,
K02000001,United Kingdom,overview,08/02/2020,3,,,
K02000001,United Kingdom,overview,07/02/2020,3,,,
K02000001,United Kingdom,overview,06/02/2020,3,,,
K02000001,United Kingdom,overview,05/02/2020,2,,,
K02000001,United Kingdom,overview,04/02/2020,2,,,
K02000001,United Kingdom,overview,03/02/2020,2,,,
K02000001,United Kingdom,overview,02/02/2020,2,,,
K02000001,United Kingdom,overview,01/02/2020,2,,,
K02000001,United Kingdom,overview,31/01/2020,2,,,